#,title,acRate,difficulty,freq,likes,dislikes,link
1535,Find the Winner of an Array Game,48.145060,Medium,7.251895,370,24,https://leetcode.com/problems/find-the-winner-of-an-array-game/
1536,Minimum Swaps to Arrange a Binary Grid,44.097719,Medium,0.000000,309,54,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/
1537,Get the Maximum Score,37.106624,Hard,17.456143,372,25,https://leetcode.com/problems/get-the-maximum-score/
1538,Guess the Majority in a Hidden Array,61.553398,Medium,0.000000,48,20,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/
1539,Kth Missing Positive Number,54.724372,Easy,46.758861,1167,72,https://leetcode.com/problems/kth-missing-positive-number/
1540,Can Convert String in K Moves,31.700812,Medium,7.093090,233,178,https://leetcode.com/problems/can-convert-string-in-k-moves/
1541,Minimum Insertions to Balance a Parentheses String,44.669112,Medium,17.443880,376,80,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/
1542,Find Longest Awesome Substring,38.375559,Hard,0.000000,374,8,https://leetcode.com/problems/find-longest-awesome-substring/
1543,Fix Product Name Format,65.426800,Easy,0.000000,36,21,https://leetcode.com/problems/fix-product-name-format/
1544,Make The String Great,55.674924,Easy,1.336496,499,45,https://leetcode.com/problems/make-the-string-great/
1545,Find Kth Bit in Nth Binary String,57.974372,Medium,0.000000,252,22,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,44.772999,Medium,19.014742,550,11,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/
1547,Minimum Cost to Cut a Stick,53.555493,Hard,26.408766,585,10,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/
1548,The Most Similar Path in a Graph,55.744171,Hard,20.875185,182,87,https://leetcode.com/problems/the-most-similar-path-in-a-graph/
1549,The Most Recent Orders for Each Product,67.414775,Medium,1.888676,39,3,https://leetcode.com/problems/the-most-recent-orders-for-each-product/
1550,Three Consecutive Odds,64.050166,Easy,1.609153,250,39,https://leetcode.com/problems/three-consecutive-odds/
1551,Minimum Operations to Make Array Equal,80.554801,Medium,6.135879,552,103,https://leetcode.com/problems/minimum-operations-to-make-array-equal/
1552,Magnetic Force Between Two Balls,50.598257,Medium,36.010359,647,61,https://leetcode.com/problems/magnetic-force-between-two-balls/
1553,Minimum Number of Days to Eat N Oranges,30.928919,Hard,7.816982,464,37,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/
1554,Strings Differ by One Character,64.431555,Medium,0.000000,74,1,https://leetcode.com/problems/strings-differ-by-one-character/
1555,Bank Account Summary,53.412222,Medium,0.000000,58,13,https://leetcode.com/problems/bank-account-summary/
1556,Thousand Separator,56.979980,Easy,4.379552,238,8,https://leetcode.com/problems/thousand-separator/
1557,Minimum Number of Vertices to Reach All Nodes,76.193786,Medium,19.395057,725,48,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/
1558,Minimum Numbers of Function Calls to Make Target Array,63.403770,Medium,0.000000,282,16,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/
1559,Detect Cycles in 2D Grid,45.115071,Hard,12.168936,318,9,https://leetcode.com/problems/detect-cycles-in-2d-grid/
1561,Maximum Number of Coins You Can Get,77.293021,Medium,4.322652,320,60,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/
1562,Find Latest Group of Size M,40.045723,Medium,0.000000,353,80,https://leetcode.com/problems/find-latest-group-of-size-m/
1563,Stone Game V,40.201895,Hard,0.000000,247,50,https://leetcode.com/problems/stone-game-v/
1564,Put Boxes Into the Warehouse I,64.238116,Medium,25.525197,181,15,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/
1565,Unique Orders and Customers Per Month,82.974862,Easy,0.000000,38,15,https://leetcode.com/problems/unique-orders-and-customers-per-month/
1566,Detect Pattern of Length M Repeated K or More Times,43.038088,Easy,0.000000,363,55,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/
1567,Maximum Length of Subarray With Positive Product,37.799191,Medium,32.856742,458,7,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/
1568,Minimum Number of Days to Disconnect Island,50.068521,Hard,5.102921,215,102,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/
1569,Number of Ways to Reorder Array to Get Same BST,50.050143,Hard,36.013165,238,34,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/
1570,Dot Product of Two Sparse Vectors,91.035519,Medium,65.684996,318,46,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/
1571,Warehouse Manager,89.656588,Easy,3.049007,59,6,https://leetcode.com/problems/warehouse-manager/
1572,Matrix Diagonal Sum,78.052636,Easy,7.568572,564,12,https://leetcode.com/problems/matrix-diagonal-sum/
1573,Number of Ways to Split a String,31.351105,Medium,15.797203,299,47,https://leetcode.com/problems/number-of-ways-to-split-a-string/
1574,Shortest Subarray to be Removed to Make Array Sorted,34.278622,Medium,25.289408,641,19,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/
1575,Count All Possible Routes,57.493915,Hard,17.300042,252,12,https://leetcode.com/problems/count-all-possible-routes/
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,50.378978,Easy,22.194442,269,119,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters/
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,38.345933,Medium,2.987825,167,38,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/
1578,Minimum Deletion Cost to Avoid Repeating Letters,61.079900,Medium,60.486324,506,23,https://leetcode.com/problems/minimum-deletion-cost-to-avoid-repeating-letters/
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,46.947885,Hard,6.736982,351,3,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/
1580,Put Boxes Into the Warehouse II,63.413274,Medium,0.000000,107,1,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/
1581,Customer Who Visited but Did Not Make Any Transactions,89.378555,Easy,0.000000,48,18,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/
1582,Special Positions in a Binary Matrix,64.212187,Easy,10.304917,288,13,https://leetcode.com/problems/special-positions-in-a-binary-matrix/
1584,Min Cost to Connect All Points,55.770838,Medium,9.347821,521,29,https://leetcode.com/problems/min-cost-to-connect-all-points/
1585,Check If String Is Transformable With Substring Sort Operations,48.436460,Hard,0.000000,264,4,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/
1586,Binary Search Tree Iterator II,66.677362,Medium,9.522304,97,12,https://leetcode.com/problems/binary-search-tree-iterator-ii/
1587,Bank Account Summary II,89.906640,Easy,0.000000,50,2,https://leetcode.com/problems/bank-account-summary-ii/
1588,Sum of All Odd Length Subarrays,81.855088,Easy,31.901571,1018,105,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/
1589,Maximum Sum Obtained of Any Permutation,35.621615,Medium,0.000000,354,20,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/
1590,Make Sum Divisible by P,27.284953,Medium,2.771178,601,28,https://leetcode.com/problems/make-sum-divisible-by-p/
1591,Strange Printer II,55.639519,Hard,0.000000,210,7,https://leetcode.com/problems/strange-printer-ii/
1592,Rearrange Spaces Between Words,43.616030,Easy,4.551187,167,160,https://leetcode.com/problems/rearrange-spaces-between-words/
1593,Split a String Into the Max Number of Unique Substrings,50.829423,Medium,0.000000,365,13,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/
1594,Maximum Non Negative Product in a Matrix,32.668059,Medium,11.369812,373,21,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/
1595,Minimum Cost to Connect Two Groups of Points,44.069170,Hard,6.669001,243,9,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/
1596,The Most Frequently Ordered Products for Each Customer,85.276166,Medium,11.408888,92,7,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer/
1597,Build Binary Expression Tree From Infix Expression,59.210926,Hard,16.428034,94,20,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/
1598,Crawler Log Folder,63.939206,Easy,2.808571,282,22,https://leetcode.com/problems/crawler-log-folder/
1601,Maximum Number of Achievable Transfer Requests,48.322519,Hard,6.532128,187,25,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/
1602,Find Nearest Right Node in Binary Tree,73.492258,Medium,0.000000,172,2,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/
1603,Design Parking System,86.442328,Easy,28.632297,365,189,https://leetcode.com/problems/design-parking-system/
1605,Find Valid Matrix Given Row and Column Sums,77.654533,Medium,9.715241,554,22,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums/
1606,Find Servers That Handled Most Number of Requests,38.141935,Hard,5.483008,208,8,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/
1607,Sellers With No Sales,55.031938,Easy,0.000000,29,6,https://leetcode.com/problems/sellers-with-no-sales/
1608,Special Array With X Elements Greater Than or Equal X,61.458997,Easy,0.000000,305,53,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x/
1609,Even Odd Tree,52.241128,Medium,3.790687,361,27,https://leetcode.com/problems/even-odd-tree/
1611,Minimum One Bit Operations to Make Integers Zero,59.206292,Hard,51.646458,183,130,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero/
1612,Check If Two Expression Trees are Equivalent,70.101177,Medium,0.000000,72,13,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/
1613,Find the Missing IDs,75.244427,Medium,2.141375,78,10,https://leetcode.com/problems/find-the-missing-ids/
1614,Maximum Nesting Depth of the Parentheses,82.620102,Easy,28.676952,428,107,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/
1615,Maximal Network Rank,54.165133,Medium,25.586346,323,71,https://leetcode.com/problems/maximal-network-rank/
1616,Split Two Strings to Make Palindrome,30.897151,Medium,12.675210,357,171,https://leetcode.com/problems/split-two-strings-to-make-palindrome/
1617,Count Subtrees With Max Distance Between Cities,63.821918,Hard,0.000000,183,24,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities/
1618,Maximum Font to Fit a Sentence in a Screen,57.662284,Medium,18.766537,57,8,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen/
1619,Mean of Array After Removing Some Elements,64.573039,Easy,0.843670,167,51,https://leetcode.com/problems/mean-of-array-after-removing-some-elements/
1621,Number of Sets of K Non-Overlapping Line Segments,41.872202,Medium,10.109252,230,25,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments/
1622,Fancy Sequence,14.746754,Hard,10.227700,194,65,https://leetcode.com/problems/fancy-sequence/
1624,Largest Substring Between Two Equal Characters,58.662007,Easy,1.251378,257,15,https://leetcode.com/problems/largest-substring-between-two-equal-characters/
1626,Best Team With No Conflicts,39.458426,Medium,19.316082,510,21,https://leetcode.com/problems/best-team-with-no-conflicts/
1627,Graph Connectivity With Threshold,41.304348,Hard,14.674666,190,20,https://leetcode.com/problems/graph-connectivity-with-threshold/
1628,Design an Expression Tree With Evaluate Function,81.010607,Medium,30.933791,133,29,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function/
1629,Slowest Key,58.942273,Easy,30.157685,254,49,https://leetcode.com/problems/slowest-key/
1630,Arithmetic Subarrays,77.386180,Medium,5.398851,283,40,https://leetcode.com/problems/arithmetic-subarrays/
1631,Path With Minimum Effort,50.264735,Medium,30.325531,1359,66,https://leetcode.com/problems/path-with-minimum-effort/
1632,Rank Transform of a Matrix,32.202279,Hard,19.071543,226,7,https://leetcode.com/problems/rank-transform-of-a-matrix/
1633,Percentage of Users Attended a Contest,70.794667,Easy,0.000000,27,6,https://leetcode.com/problems/percentage-of-users-attended-a-contest/
1634,Add Two Polynomials Represented as Linked Lists,52.359551,Medium,0.000000,47,2,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists/
1635,Hopper Company Queries I,56.599634,Hard,7.991935,39,17,https://leetcode.com/problems/hopper-company-queries-i/
1636,Sort Array by Increasing Frequency,67.275416,Easy,30.920637,590,30,https://leetcode.com/problems/sort-array-by-increasing-frequency/
1638,Count Substrings That Differ by One Character,71.188484,Medium,11.069256,301,152,https://leetcode.com/problems/count-substrings-that-differ-by-one-character/
1639,Number of Ways to Form a Target String Given a Dictionary,40.326404,Hard,14.166855,151,10,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/
1640,Check Array Formation Through Concatenation,55.462353,Easy,11.338034,538,96,https://leetcode.com/problems/check-array-formation-through-concatenation/
1641,Count Sorted Vowel Strings,74.996247,Medium,25.678841,1174,29,https://leetcode.com/problems/count-sorted-vowel-strings/
1642,Furthest Building You Can Reach,43.461828,Medium,41.593497,1090,41,https://leetcode.com/problems/furthest-building-you-can-reach/
1643,Kth Smallest Instructions,45.493426,Hard,14.013305,239,3,https://leetcode.com/problems/kth-smallest-instructions/
1644,Lowest Common Ancestor of a Binary Tree II,56.905754,Medium,14.587356,179,7,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/
1645,Hopper Company Queries II,39.263598,Hard,0.000000,29,7,https://leetcode.com/problems/hopper-company-queries-ii/
1647,Minimum Deletions to Make Character Frequencies Unique,55.821533,Medium,52.515035,550,17,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/
1648,Sell Diminishing-Valued Colored Balls,31.341209,Medium,40.859032,341,94,https://leetcode.com/problems/sell-diminishing-valued-colored-balls/
1649,Create Sorted Array through Instructions,36.898010,Hard,18.410485,379,52,https://leetcode.com/problems/create-sorted-array-through-instructions/
1650,Lowest Common Ancestor of a Binary Tree III,76.992577,Medium,55.462720,265,8,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/
1652,Defuse the Bomb,60.441414,Easy,6.678331,276,33,https://leetcode.com/problems/defuse-the-bomb/
1653,Minimum Deletions to Make String Balanced,52.417967,Medium,21.540767,383,13,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/
1654,Minimum Jumps to Reach Home,24.704754,Medium,24.232064,385,87,https://leetcode.com/problems/minimum-jumps-to-reach-home/
1655,Distribute Repeating Integers,40.170104,Hard,0.000000,136,13,https://leetcode.com/problems/distribute-repeating-integers/
1657,Determine if Two Strings Are Close,54.858939,Medium,14.145437,479,31,https://leetcode.com/problems/determine-if-two-strings-are-close/
1658,Minimum Operations to Reduce X to Zero,33.316163,Medium,21.124636,1007,20,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/
1659,Maximize Grid Happiness,35.914774,Hard,21.540767,151,42,https://leetcode.com/problems/maximize-grid-happiness/
1660,Correct a Binary Tree,75.168139,Medium,0.000000,106,14,https://leetcode.com/problems/correct-a-binary-tree/
1661,Average Time of Process per Machine,79.453957,Easy,3.226740,53,19,https://leetcode.com/problems/average-time-of-process-per-machine/
1662,Check If Two String Arrays are Equivalent,82.017278,Easy,5.291549,432,92,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/
1663,Smallest String With A Given Numeric Value,64.213684,Medium,1.744580,446,16,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value/
1664,Ways to Make a Fair Array,61.995467,Medium,12.947252,538,16,https://leetcode.com/problems/ways-to-make-a-fair-array/
1665,Minimum Initial Energy to Finish Tasks,54.705882,Hard,12.599619,249,25,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks/
1668,Maximum Repeating Substring,38.732666,Easy,17.574110,227,76,https://leetcode.com/problems/maximum-repeating-substring/
1669,Merge In Between Linked Lists,75.077372,Medium,21.180632,451,78,https://leetcode.com/problems/merge-in-between-linked-lists/
1670,Design Front Middle Back Queue,54.362957,Medium,11.858170,255,52,https://leetcode.com/problems/design-front-middle-back-queue/
1671,Minimum Number of Removals to Make Mountain Array,44.130897,Hard,15.511459,351,5,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array/
1672,Richest Customer Wealth,88.140714,Easy,15.699715,624,116,https://leetcode.com/problems/richest-customer-wealth/
1673,Find the Most Competitive Subsequence,45.925307,Medium,18.487713,885,47,https://leetcode.com/problems/find-the-most-competitive-subsequence/
1674,Minimum Moves to Make Array Complementary,36.265309,Medium,22.421879,319,41,https://leetcode.com/problems/minimum-moves-to-make-array-complementary/
1675,Minimize Deviation in Array,48.061067,Hard,20.983064,436,19,https://leetcode.com/problems/minimize-deviation-in-array/
1676,Lowest Common Ancestor of a Binary Tree IV,78.987774,Medium,7.626727,139,4,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv/
1678,Goal Parser Interpretation,84.924475,Easy,7.118086,357,43,https://leetcode.com/problems/goal-parser-interpretation/
1679,Max Number of K-Sum Pairs,53.534448,Medium,20.077161,459,20,https://leetcode.com/problems/max-number-of-k-sum-pairs/
1680,Concatenation of Consecutive Binary Numbers,52.201303,Medium,2.772067,257,178,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers/
1681,Minimum Incompatibility,35.804153,Hard,0.000000,125,78,https://leetcode.com/problems/minimum-incompatibility/
1682,Longest Palindromic Subsequence II,50.728029,Medium,0.000000,59,13,https://leetcode.com/problems/longest-palindromic-subsequence-ii/
1684,Count the Number of Consistent Strings,81.628601,Easy,5.484560,389,29,https://leetcode.com/problems/count-the-number-of-consistent-strings/
1685,Sum of Absolute Differences in a Sorted Array,63.659742,Medium,4.887982,398,13,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/
1686,Stone Game VI,51.296447,Medium,1.757349,288,17,https://leetcode.com/problems/stone-game-vi/
1687,Delivering Boxes from Storage to Ports,35.880538,Hard,0.000000,159,12,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports/
1688,Count of Matches in Tournament,81.890760,Easy,4.308174,375,82,https://leetcode.com/problems/count-of-matches-in-tournament/
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,88.221569,Medium,8.805840,462,352,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers/
1690,Stone Game VII,58.561040,Medium,0.572011,492,111,https://leetcode.com/problems/stone-game-vii/
1691,Maximum Height by Stacking Cuboids ,51.008701,Hard,11.735035,230,8,https://leetcode.com/problems/maximum-height-by-stacking-cuboids/
1692,Count Ways to Distribute Candies,59.987857,Hard,0.000000,30,5,https://leetcode.com/problems/count-ways-to-distribute-candies/
1693,Daily Leads and Partners,90.777298,Easy,0.000000,40,7,https://leetcode.com/problems/daily-leads-and-partners/
1694,Reformat Phone Number,64.743659,Easy,31.861952,136,120,https://leetcode.com/problems/reformat-phone-number/
1695,Maximum Erasure Value,52.323260,Medium,11.186787,555,10,https://leetcode.com/problems/maximum-erasure-value/
1696,Jump Game VI,41.950392,Medium,3.429782,795,39,https://leetcode.com/problems/jump-game-vi/
1697,Checking Existence of Edge Length Limited Paths,47.893605,Hard,3.218321,325,6,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths/
1698,Number of Distinct Substrings in a String,60.741722,Medium,0.000000,56,12,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string/
1699,Number of Calls Between Two Persons,85.926860,Medium,10.731318,57,2,https://leetcode.com/problems/number-of-calls-between-two-persons/
1700,Number of Students Unable to Eat Lunch,67.706735,Easy,6.877893,355,27,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch/
1701,Average Waiting Time,60.788301,Medium,2.998198,225,25,https://leetcode.com/problems/average-waiting-time/
1702,Maximum Binary String After Change,43.839870,Medium,0.000000,226,28,https://leetcode.com/problems/maximum-binary-string-after-change/
1703,Minimum Adjacent Swaps for K Consecutive Ones,37.212332,Hard,11.015443,249,9,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/
1704,Determine if String Halves Are Alike,78.590617,Easy,0.440361,330,29,https://leetcode.com/problems/determine-if-string-halves-are-alike/
1705,Maximum Number of Eaten Apples,34.550153,Medium,9.238759,338,131,https://leetcode.com/problems/maximum-number-of-eaten-apples/
1706,Where Will the Ball Fall,63.155917,Medium,21.490564,382,30,https://leetcode.com/problems/where-will-the-ball-fall/
1707,Maximum XOR With an Element From Array,42.509248,Hard,8.366686,249,12,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/
1709,Biggest Window Between Visits,80.919461,Medium,0.000000,53,2,https://leetcode.com/problems/biggest-window-between-visits/
1710,Maximum Units on a Truck,72.447833,Easy,26.560475,633,56,https://leetcode.com/problems/maximum-units-on-a-truck/
1711,Count Good Meals,27.160879,Medium,19.833574,319,149,https://leetcode.com/problems/count-good-meals/
1712,Ways to Split Array Into Three Subarrays,29.160612,Medium,42.494574,468,47,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays/
1713,Minimum Operations to Make a Subsequence,46.000601,Hard,22.253296,273,4,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence/
1715,Count Apples and Oranges,78.512985,Medium,0.000000,32,5,https://leetcode.com/problems/count-apples-and-oranges/
1716,Calculate Money in Leetcode Bank,64.160954,Easy,1.671379,311,10,https://leetcode.com/problems/calculate-money-in-leetcode-bank/
1717,Maximum Score From Removing Substrings,42.025890,Medium,6.265521,251,16,https://leetcode.com/problems/maximum-score-from-removing-substrings/
1718,Construct the Lexicographically Largest Valid Sequence,48.778925,Medium,5.568114,269,23,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence/
1719,Number Of Ways To Reconstruct A Tree,39.840107,Hard,19.479380,81,62,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree/
1720,Decode XORed Array,85.504692,Easy,9.823325,334,55,https://leetcode.com/problems/decode-xored-array/
1721,Swapping Nodes in a Linked List,66.474775,Medium,11.185277,738,48,https://leetcode.com/problems/swapping-nodes-in-a-linked-list/
1722,Minimize Hamming Distance After Swap Operations,46.038856,Medium,25.110271,404,11,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations/
1723,Find Minimum Time to Finish All Jobs,40.701025,Hard,19.861612,284,12,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs/
1724,Checking Existence of Edge Length Limited Paths II,56.547918,Hard,0.000000,25,4,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii/
1725,Number Of Rectangles That Can Form The Largest Square,78.343803,Easy,1.158795,208,26,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square/
1726,Tuple with Same Product,58.717906,Medium,3.787359,285,14,https://leetcode.com/problems/tuple-with-same-product/
1727,Largest Submatrix With Rearrangements,59.405261,Medium,8.612980,437,13,https://leetcode.com/problems/largest-submatrix-with-rearrangements/
1728,Cat and Mouse II,41.107011,Hard,0.000000,89,19,https://leetcode.com/problems/cat-and-mouse-ii/
1729,Find Followers Count,70.582291,Easy,1.604672,25,6,https://leetcode.com/problems/find-followers-count/
1730,Shortest Path to Get Food,54.552358,Medium,24.076366,121,7,https://leetcode.com/problems/shortest-path-to-get-food/
1731,The Number of Employees Which Report to Each Employee,49.226777,Easy,1.834558,36,8,https://leetcode.com/problems/the-number-of-employees-which-report-to-each-employee/
1732,Find the Highest Altitude,79.171299,Easy,13.167072,374,41,https://leetcode.com/problems/find-the-highest-altitude/
1734,Decode XORed Permutation,57.056003,Medium,18.939559,334,12,https://leetcode.com/problems/decode-xored-permutation/
1735,Count Ways to Make Array With Product,48.636988,Hard,0.000000,103,21,https://leetcode.com/problems/count-ways-to-make-array-with-product/
1736,Latest Time by Replacing Hidden Digits,41.376193,Easy,2.757026,135,79,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits/
1738,Find Kth Largest XOR Coordinate Value,62.758182,Medium,2.236128,161,28,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value/
1739,Building Boxes,50.277814,Hard,24.944490,152,25,https://leetcode.com/problems/building-boxes/
1740,Find Distance in a Binary Tree,68.988046,Medium,27.047952,117,7,https://leetcode.com/problems/find-distance-in-a-binary-tree/
1741,Find Total Time Spent by Each Employee,90.891972,Easy,6.893779,47,3,https://leetcode.com/problems/find-total-time-spent-by-each-employee/
1742,Maximum Number of Balls in a Box,73.232379,Easy,5.207808,225,56,https://leetcode.com/problems/maximum-number-of-balls-in-a-box/
1743,Restore the Array From Adjacent Pairs,65.108127,Medium,34.114353,321,4,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs/
1745,Palindrome Partitioning IV,49.857046,Hard,3.722021,279,8,https://leetcode.com/problems/palindrome-partitioning-iv/
1746,Maximum Subarray Sum After One Operation,61.179795,Medium,7.753350,92,0,https://leetcode.com/problems/maximum-subarray-sum-after-one-operation/
1747,Leetflex Banned Accounts,68.554285,Medium,0.000000,38,0,https://leetcode.com/problems/leetflex-banned-accounts/
1748,Sum of Unique Elements,74.622009,Easy,17.660726,397,12,https://leetcode.com/problems/sum-of-unique-elements/
1749,Maximum Absolute Sum of Any Subarray,53.958737,Medium,18.455042,344,7,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray/
1750,Minimum Length of String After Deleting Similar Ends,42.400801,Medium,0.000000,149,13,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends/
1751,Maximum Number of Events That Can Be Attended II,49.412226,Hard,17.310165,240,4,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii/
1752,Check if Array Is Sorted and Rotated,44.663732,Easy,8.945162,254,37,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/
1753,Maximum Score From Removing Stones,63.088624,Medium,1.063051,253,24,https://leetcode.com/problems/maximum-score-from-removing-stones/
1754,Largest Merge Of Two Strings,41.880138,Medium,1.918867,228,40,https://leetcode.com/problems/largest-merge-of-two-strings/
1755,Closest Subsequence Sum,34.360081,Hard,14.451658,234,43,https://leetcode.com/problems/closest-subsequence-sum/
1756,Design Most Recently Used Queue,78.369629,Medium,5.022601,76,3,https://leetcode.com/problems/design-most-recently-used-queue/
1757,Recyclable and Low Fat Products,95.262949,Easy,22.116594,48,31,https://leetcode.com/problems/recyclable-and-low-fat-products/
1758,Minimum Changes To Make Alternating Binary String,58.414547,Easy,33.531629,271,7,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string/
1759,Count Number of Homogenous Substrings,43.785401,Medium,1.570561,208,22,https://leetcode.com/problems/count-number-of-homogenous-substrings/
1760,Minimum Limit of Balls in a Bag,53.915955,Medium,24.714667,529,26,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag/
1762,Buildings With an Ocean View,81.384802,Medium,51.757901,170,28,https://leetcode.com/problems/buildings-with-an-ocean-view/
1764,Form Array by Concatenating Subarrays of Another Array,53.476292,Medium,10.130284,135,18,https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array/
1765,Map of Highest Peak,57.266254,Medium,2.566963,312,25,https://leetcode.com/problems/map-of-highest-peak/
1766,Tree of Coprimes,36.549296,Hard,22.565316,158,13,https://leetcode.com/problems/tree-of-coprimes/
1767,Find the Subtasks That Did Not Execute,86.466165,Hard,0.000000,42,3,https://leetcode.com/problems/find-the-subtasks-that-did-not-execute/
1768,Merge Strings Alternately,74.109134,Easy,2.867137,258,5,https://leetcode.com/problems/merge-strings-alternately/
1769,Minimum Number of Operations to Move All Balls to Each Box,85.823902,Medium,15.380160,669,30,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box/
1770,Maximum Score from Performing Multiplication Operations,30.584575,Medium,8.205052,329,87,https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations/
1771,Maximize Palindrome Length From Subsequences,34.359836,Hard,9.944126,237,6,https://leetcode.com/problems/maximize-palindrome-length-from-subsequences/
1772,Sort Features by Popularity,65.659993,Medium,6.487752,26,19,https://leetcode.com/problems/sort-features-by-popularity/
1773,Count Items Matching a Rule,84.631978,Easy,16.027577,346,57,https://leetcode.com/problems/count-items-matching-a-rule/
